Date,CementType,Price Before VAT,Quantity In Quintal,Quantity In Ton,Transportation,  Sales,Tax,advertisement,Fuel
6-20-2022,OPC-Bulk,417.7512,1066.67,106.667,35,525811.15,80208.48105,25182.19203,57205.6657
6-20-2022,OPC-Bulk,417.7512,1066.67,106.667,35,525811.15,80208.48105,25182.19203,57205.6657
6-20-2022,OPC-Bag,433.7244,400,40,35,204717.92,31228.1568,9828.799,22218.7712
6-20-2022,PPC-Bag,340.5933,400,40,35,160760.04,24522.7176,7733.34925,17748.4784
6-20-2022,OPC-Bag,433.7244,400,40,35,204717.92,31228.1568,9828.799,22218.7712
6-20-2022,OPC-Bag,433.7244,400,40,35,204717.92,31228.1568,9828.799,22218.7712
6-20-2022,OPC-Bag,433.7244,400,40,35,204717.92,31228.1568,9828.799,22218.7712
6-20-2022,OPC-Bag,433.7244,400,40,35,204717.92,31228.1568,9828.799,22218.7712
6-20-2022,PPC-Bag,340.5933,400,40,35,160760.04,24522.7176,7733.34925,17748.4784
6-20-2022,OPC-Bag,433.7244,400,40,35,204717.92,31228.1568,9828.799,22218.7712
6-20-2022,PPC-Bag,340.5933,400,40,35,160760.04,24522.7176,7733.34925,17748.4784
6-20-2022,OPC-Bag,433.7244,400,40,35,204717.92,31228.1568,9828.799,22218.7712
6-20-2022,PPC-Bag,340.5933,400,40,35,160760.04,24522.7176,7733.34925,17748.4784
6-20-2022,OPC-Bag,433.7244,400,40,35,204717.92,31228.1568,9828.799,22218.7712
6-20-2022,PPC-Bag,340.5933,400,40,35,160760.04,24522.7176,7733.34925,17748.4784
6-20-2022,OPC-Bag,433.7244,400,40,35,204717.92,31228.1568,9828.799,22218.7712
6-20-2022,OPC-Bag,433.7244,400,40,35,204717.92,31228.1568,9828.799,22218.7712
6-22-2022,OPC-Bulk,411.111,14182.2,1418.22,35,6879940.94,1049482.516,329028.6678,749292.7109
6-22-2022,OPC-Bulk,411.111,800,80,35,388088.78,59199.984,18598.8839,42266.656
6-22-2022,PPC-Bag,532.1799,400,40,0,251188.91,38316.9528,11974.04775,25544.6352
6-22-2022,PPC-Bag,532.1799,400,40,0,251188.91,38316.9528,11974.04775,25544.6352
6-22-2022,PPC-Bag,340.5933,400,40,35,160760.04,24522.7176,7733.34925,17748.4784
6-22-2022,PPC-Bag,340.5933,200,20,35,80380.02,12261.3588,3883.70429,8874.2392
6-23-2022,PPC-Bag,340.5933,400,40,35,160760.04,24522.7176,7733.34925,17748.4784
6-23-2022,PPC-Bag,340.5933,400,40,35,160760.04,24522.7176,7733.34925,17748.4784
6-23-2022,OPC-Bag,433.7244,400,40,35,204717.92,31228.1568,9828.799,22218.7712
6-23-2022,OPC-Bag,433.7244,400,40,35,204717.92,31228.1568,9828.799,22218.7712
6-23-2022,OPC-Bag,433.7244,400,40,35,204717.92,31228.1568,9828.799,22218.7712
6-23-2022,OPC-Bag,433.7244,400,40,35,204717.92,31228.1568,9828.799,22218.7712
6-23-2022,OPC-Bag,433.7244,400,40,35,204717.92,31228.1568,9828.799,22218.7712
6-23-2022,OPC-Bag,433.7244,400,40,35,204717.92,31228.1568,9828.799,22218.7712
6-23-2022,OPC-Bag,433.7244,400,40,35,204717.92,31228.1568,9828.799,22218.7712
6-23-2022,OPC-Bag,433.7244,400,40,35,204717.92,31228.1568,9828.799,22218.7712
6-23-2022,OPC-Bag,433.7244,400,40,35,204717.92,31228.1568,9828.799,22218.7712
6-23-2022,OPC-Bag,433.7244,400,40,35,204717.92,31228.1568,9828.799,22218.7712
6-23-2022,OPC-Bag,433.7244,400,40,35,204717.92,31228.1568,9828.799,22218.7712
6-23-2022,OPC-Bag,433.7244,400,40,35,204717.92,31228.1568,9828.799,22218.7712
6-23-2022,PPC-Bag,340.5933,400,40,35,160760.04,24522.7176,7733.34925,17748.4784
6-24-2022,PPC-Bag,340.5933,400,40,35,160760.04,24522.7176,7733.34925,17748.4784
6-24-2022,OPC-Bulk,411.111,1200,120,35,582133.18,88799.976,27877.7703,63399.984
6-24-2022,PPC-Bag,340.5933,400,40,35,160760.04,24522.7176,7733.34925,17748.4784
6-24-2022,OPC-Bag,433.7244,400,40,35,204717.92,31228.1568,9828.799,22218.7712
6-24-2022,PPC-Bag,340.5933,400,40,35,160760.04,24522.7176,7733.34925,17748.4784
6-24-2022,PPC-Bag,340.5933,400,40,35,160760.04,24522.7176,7733.34925,17748.4784
6-24-2022,OPC-Bag,433.7244,400,40,35,204717.92,31228.1568,9828.799,22218.7712
6-24-2022,OPC-Bag,433.7244,400,40,35,204717.92,31228.1568,9828.799,22218.7712
6-24-2022,PPC-Bag,340.5933,400,40,35,160760.04,24522.7176,7733.34925,17748.4784
6-24-2022,OPC-Bag,433.7244,400,40,35,204717.92,31228.1568,9828.799,22218.7712
6-24-2022,OPC-Bag,433.7244,400,40,35,204717.92,31228.1568,9828.799,22218.7712
6-24-2022,OPC-Bag,433.7244,200,20,35,102358.96,15614.0784,4936.08572,11109.3856
6-24-2022,PPC-Bag,340.5933,400,40,35,160760.04,24522.7176,7733.34925,17748.4784
6-24-2022,OPC-Bulk,417.7512,1000,100,35,492946.42,75195.216,23610.84232,53630.144
6-24-2022,OPC-Bulk,417.7512,1000,100,35,492946.42,75195.216,23610.84232,53630.144
6-24-2022,OPC-Bag,433.7244,400,40,35,204717.92,31228.1568,9828.799,22218.7712
6-24-2022,OPC-Bag,433.7244,400,40,35,204717.92,31228.1568,9828.799,22218.7712
6-24-2022,OPC-Bag,433.7244,400,40,40,204717.92,31228.1568,9838.799,22418.7712
6-24-2022,OPC-Bag,433.7244,400,40,35,204717.92,31228.1568,9828.799,22218.7712
6-24-2022,OPC-Bag,433.7244,400,40,35,204717.92,31228.1568,9828.799,22218.7712
6-24-2022,PPC-Bag,340.5933,400,40,35,160760.04,24522.7176,7733.34925,17748.4784
6-24-2022,PPC-Bag,340.5933,400,40,35,160760.04,24522.7176,7733.34925,17748.4784
6-24-2022,OPC-Bag,433.7244,400,40,35,204717.92,31228.1568,9828.799,22218.7712
6-25-2022,OPC-Bag,433.7244,400,40,35,204717.92,31228.1568,9828.799,22218.7712
6-25-2022,OPC-Bag,433.7244,400,40,35,204717.92,31228.1568,9828.799,22218.7712
6-25-2022,OPC-Bag,433.7244,400,40,35,204717.92,31228.1568,9828.799,22218.7712
6-25-2022,OPC-Bag,433.7244,400,40,35,204717.92,31228.1568,9828.799,22218.7712
6-26-2022,PPC-Bag,340.5933,400,40,35,160760.04,24522.7176,7733.34925,17748.4784
6-26-2022,OPC-Bulk,411.111,800,80,35,388088.78,59199.984,18598.8839,42266.656
6-26-2022,PPC-Bag,340.5933,200,20,35,80380.02,12261.3588,3883.70429,8874.2392
6-26-2022,PPC-Bag,340.5933,200,20,35,80380.02,12261.3588,3883.70429,8874.2392
6-26-2022,OPC-Bulk,417.7512,1200,120,35,591535.7,90234.2592,28324.65576,64356.1728
6-26-2022,OPC-Bulk,417.7512,1200,120,35,591535.7,90234.2592,28324.65576,64356.1728
6-26-2022,PPC-Bag,340.5933,200,20,0,80380.02,12261.3588,3848.70429,8174.2392
6-26-2022,OPC-Bag,433.7244,400,40,35,204717.92,31228.1568,9828.799,22218.7712
6-26-2022,OPC-Bag,433.7244,400,40,35,204717.92,31228.1568,9828.799,22218.7712
6-26-2022,PPC-Bag,340.5933,400,40,35,160760.04,24522.7176,7733.34925,17748.4784
6-26-2022,OPC-Bulk,411.111,3000,300,35,1455332.94,221999.94,69632.7591,158499.96
6-26-2022,PPC-Bag,340.5933,400,40,35,160760.04,24522.7176,7733.34925,17748.4784
6-26-2022,PPC-Bag,340.5933,400,40,35,160760.04,24522.7176,7733.34925,17748.4784
6-26-2022,PPC-Bag,340.5933,400,40,35,160760.04,24522.7176,7733.34925,17748.4784
6-26-2022,PPC-Bag,340.5933,400,40,35,160760.04,24522.7176,7733.34925,17748.4784
6-26-2022,PPC-Bag,340.5933,400,40,35,160760.04,24522.7176,7733.34925,17748.4784
6-26-2022,PPC-Bag,340.5933,400,40,35,160760.04,24522.7176,7733.34925,17748.4784
6-26-2022,PPC-Bag,340.5933,400,40,35,160760.04,24522.7176,7733.34925,17748.4784
6-26-2022,PPC-Bag,340.5933,400,40,35,160760.04,24522.7176,7733.34925,17748.4784
6-26-2022,PPC-Bag,340.5933,400,40,35,160760.04,24522.7176,7733.34925,17748.4784
6-27-2022,OPC-Bag,525.5244,346,34.6,0,214561.1,32729.65963,10235.11321,21819.77309
6-27-2022,OPC-Bag,433.7244,400,40,40,204717.92,31228.1568,9838.799,22418.7712
6-27-2022,OPC-Bag,433.7244,400,40,150,204717.92,31228.1568,10058.799,26818.7712
6-27-2022,OPC-Bag,433.7244,400,40,150,204717.92,31228.1568,10058.799,26818.7712
6-27-2022,OPC-Bag,433.7244,400,40,150,204717.92,31228.1568,10058.799,26818.7712
6-27-2022,OPC-Bag,433.7244,400,40,150,204717.92,31228.1568,10058.799,26818.7712
6-27-2022,OPC-Bag,433.7244,400,40,150,204717.92,31228.1568,10058.799,26818.7712
6-29-2022,OPC-Bag,425.7378,700,70,160,351659.42,53642.9628,17291.49554,46961.9752
6-29-2022,OPC-Bag,425.7378,400,40,190,200948.24,30653.1216,9959.1005,28035.4144
6-29-2022,OPC-Bag,433.7244,400,40,35,204717.92,31228.1568,9828.799,22218.7712
07-03-2022,OPC-Bag,425.7378,2000,200,130,1004741.21,153265.608,49025.20738,128177.072
07-03-2022,PPC-Bag,337.9311,400,40,120,159503.48,24331.0392,7843.44975,21020.6928
07-04-2022,OPC-Bag,433.7244,800,80,35,409435.83,62456.3136,19614.22556,44437.5424
07-04-2022,OPC-Bulk,411.111,8760.6,876.06,35,4249863.25,648284.2249,203262.6416,462851.5832
07-04-2022,OPC-Bulk,411.111,400,40,35,194044.39,29599.992,9319.9975,21133.328
07-04-2022,OPC-Bulk,411.111,1200,120,35,582133.18,88799.976,27877.7703,63399.984
07-06-2022,OPC-Bulk,411.111,2000,200,35,970221.96,147999.96,46435.5431,105666.64
07-07-2022,OPC-Bulk,411.111,3393.3,339.33,35,1646127.09,251104.1321,78756.22414,179279.3047
07-07-2022,OPC-Bag,433.7244,400,40,0,204717.92,31228.1568,9758.799,20818.7712
07-07-2022,OPC-Bulk,417.7512,1066.66,106.666,35,525806.22,80207.7291,25181.95634,57205.1294
07-07-2022,OPC-Bulk,417.7512,1066.66,106.666,35,525806.22,80207.7291,25181.95634,57205.1294
07-07-2022,OPC-Bulk,417.7512,1066.66,106.666,35,525806.22,80207.7291,25181.95634,57205.1294
07-07-2022,PPC-Bag,337.9311,1200,120,35,478510.44,72993.1176,22952.76303,52862.0784
07-08-2022,PPC-Bag,340.5933,150,15,35,60285.01,9196.0191,2921.29305,6655.6794
07-08-2022,OPC-Bag,433.7244,400,40,35,204717.92,31228.1568,9828.799,22218.7712
07-09-2022,OPC-Bag,433.7244,400,40,130,204717.92,31228.1568,10018.799,26018.7712
07-09-2022,OPC-Bag,433.7244,400,40,130,204717.92,31228.1568,10018.799,26018.7712
07-09-2022,OPC-Bulk,411.111,1600,160,35,776177.57,118399.968,37156.6567,84533.312
07-09-2022,OPC-Bag,433.7244,400,40,135,204717.92,31228.1568,10028.799,26218.7712
07-09-2022,OPC-Bag,433.7244,400,40,135,204717.92,31228.1568,10028.799,26218.7712
07-09-2022,OPC-Bag,433.7244,400,40,40,204717.92,31228.1568,9838.799,22418.7712
07-09-2022,OPC-Bag,433.7244,400,40,40,204717.92,31228.1568,9838.799,22418.7712
07-09-2022,OPC-Bag,433.7244,400,40,40,204717.92,31228.1568,9838.799,22418.7712
07-09-2022,OPC-Bag,433.7244,400,40,40,204717.92,31228.1568,9838.799,22418.7712
07-09-2022,OPC-Bag,433.7244,400,40,40,204717.92,31228.1568,9838.799,22418.7712
07-10-2022,PPC-Bag,340.5933,150,15,35,60285.01,9196.0191,2921.29305,6655.6794
07-10-2022,OPC-Bag,433.7244,400,40,40,204717.92,31228.1568,9838.799,22418.7712
07-10-2022,PPC-Bag,340.5933,400,40,40,160760.04,24522.7176,7743.34925,17948.4784
07-11-2022,OPC-Bag,433.7244,4000,400,130,2047179.17,312281.568,99797.63804,260187.712
07-11-2022,PPC-Bag,340.5933,1600,160,130,643040.15,98090.8704,31591.21901,86193.9136
07-11-2022,OPC-Bulk,417.7512,933.33,93.333,35,460081.68,70181.95095,22039.49261,50054.6223
07-11-2022,OPC-Bulk,417.7512,933.33,93.333,35,460081.68,70181.95095,22039.49261,50054.6223
07-11-2022,OPC-Bulk,417.7512,933.33,93.333,35,460081.68,70181.95095,22039.49261,50054.6223
07-11-2022,OPC-Bulk,411.111,400,40,35,194044.39,29599.992,9319.9975,21133.328
7-13-2022,OPC-Bulk,411.111,1200,120,35,582133.18,88799.976,27877.7703,63399.984
7-17-2022,PPC-Bag,340.5933,400,40,120,160760.04,24522.7176,7903.34925,21148.4784
7-17-2022,PPC-Bag,340.5933,400,40,120,160760.04,24522.7176,7903.34925,21148.4784
7-17-2022,PPC-Bag,340.5933,400,40,120,160760.04,24522.7176,7903.34925,21148.4784
7-17-2022,PPC-Bag,340.5933,400,40,35,160760.04,24522.7176,7733.34925,17748.4784
7-17-2022,PPC-Bag,340.5933,400,40,35,160760.04,24522.7176,7733.34925,17748.4784
7-18-2022,PPC-Bag,337.9311,400,40,35,159503.48,24331.0392,7673.44975,17620.6928
7-18-2022,PPC-Bag,337.9311,400,40,35,159503.48,24331.0392,7673.44975,17620.6928
7-18-2022,OPC-Bulk,412.4421,400,40,35,194672.67,29695.8312,9349.94725,21197.2208
7-18-2022,OPC-Bulk,412.4421,1600,160,35,778690.68,118783.3248,37276.05637,84788.8832
7-18-2022,PPC-Bag,340.5933,400,40,35,160760.04,24522.7176,7733.34925,17748.4784
7-18-2022,OPC-Bag,433.7244,400,40,35,204717.92,31228.1568,9828.799,22218.7712
7-18-2022,OPC-Bag,433.7244,400,40,35,204717.92,31228.1568,9828.799,22218.7712
7-18-2022,PPC-Bag,340.5933,200,20,35,80380.02,12261.3588,3883.70429,8874.2392
7-18-2022,PPC-Bag,340.5933,400,40,35,160760.04,24522.7176,7733.34925,17748.4784
7-20-2022,OPC-Bulk,412.4421,400,40,35,194672.67,29695.8312,9349.94725,21197.2208
7-21-2022,PPC-Bag,340.5933,400,40,35,160760.04,24522.7176,7733.34925,17748.4784
7-21-2022,OPC-Bag,433.7244,400,40,90,204717.92,31228.1568,9938.799,24418.7712
7-21-2022,OPC-Bag,433.7244,400,40,90,204717.92,31228.1568,9938.799,24418.7712
7-21-2022,OPC-Bag,433.7244,400,40,90,204717.92,31228.1568,9938.799,24418.7712
7-22-2022,OPC-Bulk,412.4421,1600,160,35,778690.68,118783.3248,37276.05637,84788.8832
7-22-2022,OPC-Bulk,419.0823,1200,120,35,593420.54,90521.7768,28414.23879,64547.8512
7-22-2022,OPC-Bulk,419.0823,1200,120,35,593420.54,90521.7768,28414.23879,64547.8512
7-22-2022,OPC-Bulk,419.0823,1100,110,35,543968.83,82978.2954,26049.87791,59168.8636
7-22-2022,OPC-Bulk,419.0823,1100,110,35,543968.83,82978.2954,26049.87791,59168.8636
7-22-2022,OPC-Bulk,419.0823,1100,110,35,543968.83,82978.2954,26049.87791,59168.8636
7-22-2022,OPC-Bulk,419.0823,1100,110,35,543968.83,82978.2954,26049.87791,59168.8636
7-22-2022,OPC-Bag,433.7244,400,40,35,204717.92,31228.1568,9828.799,22218.7712
7-22-2022,OPC-Bag,433.7244,400,40,35,204717.92,31228.1568,9828.799,22218.7712
7-22-2022,OPC-Bag,433.7244,400,40,35,204717.92,31228.1568,9828.799,22218.7712
7-22-2022,OPC-Bag,433.7244,400,40,35,204717.92,31228.1568,9828.799,22218.7712
7-22-2022,OPC-Bag,433.7244,400,40,35,204717.92,31228.1568,9828.799,22218.7712
7-22-2022,PPC-Bag,340.5933,400,40,35,160760.04,24522.7176,7733.34925,17748.4784
7-22-2022,PPC-Bag,340.5933,400,40,35,160760.04,24522.7176,7733.34925,17748.4784
7-24-2022,PPC-Bag,340.5933,400,40,35,160760.04,24522.7176,7733.34925,17748.4784
7-24-2022,PPC-Bag,340.5933,400,40,35,160760.04,24522.7176,7733.34925,17748.4784
7-24-2022,PPC-Bag,340.5933,400,40,35,160760.04,24522.7176,7733.34925,17748.4784
7-24-2022,PPC-Bag,340.5933,400,40,40,160760.04,24522.7176,7743.34925,17948.4784
7-24-2022,PPC-Bag,340.5933,350,35,40,140665.03,21457.3779,6779.68801,15704.9186
7-27-2022,PPC-Bag,340.5933,200,20,35,80380.02,12261.3588,3883.70429,8874.2392
7-27-2022,OPC-Bulk,412.4421,7178.6,717.86,35,3493693.09,532936.2346,167099.8833,380415.9231
7-27-2022,OPC-Bulk,412.4421,400,40,35,194672.67,29695.8312,9349.94725,21197.2208
7-27-2022,OPC-Bag,433.7244,400,40,40,204717.92,31228.1568,9838.799,22418.7712
7-28-2022,OPC-Bulk,411.111,1212.1,121.21,35,588003.02,89695.37576,28158.45661,64039.26717
7-28-2022,OPC-Bulk,411.111,6825.6,682.56,35,3311173.51,505094.2636,158376.0287,360619.109
7-28-2022,OPC-Bulk,412.4421,1600,160,35,778690.68,118783.3248,37276.05637,84788.8832
7-28-2022,PPC-Bag,340.5933,400,40,35,160760.04,24522.7176,7733.34925,17748.4784
7-28-2022,PPC-Bag,340.5933,400,40,35,160760.04,24522.7176,7733.34925,17748.4784
7-28-2022,PPC-Bag,340.5933,400,40,35,160760.04,24522.7176,7733.34925,17748.4784
7-28-2022,OPC-Bag,433.7244,400,40,35,204717.92,31228.1568,9828.799,22218.7712
7-28-2022,OPC-Bag,433.7244,400,40,35,204717.92,31228.1568,9828.799,22218.7712
7-28-2022,OPC-Bag,433.7244,400,40,35,204717.92,31228.1568,9828.799,22218.7712
7-28-2022,PPC-Bag,340.5933,400,40,35,160760.04,24522.7176,7733.34925,17748.4784
7-28-2022,PPC-Bag,340.5933,400,40,35,160760.04,24522.7176,7733.34925,17748.4784
7-28-2022,PPC-Bag,340.5933,400,40,35,160760.04,24522.7176,7733.34925,17748.4784
7-30-2022,OPC-Bulk,412.4421,1600,160,35,778690.68,118783.3248,37276.05637,84788.8832
7-30-2022,PPC-Bag,340.5933,400,40,35,160760.04,24522.7176,7733.34925,17748.4784
7-30-2022,PPC-Bag,340.5933,350,35,35,140665.03,21457.3779,6770.93801,15529.9186
08-03-2022,OPC-Bag,433.7244,400,40,40,204717.92,31228.1568,9838.799,22418.7712
08-03-2022,OPC-Bulk,412.4421,2000,200,35,973363.36,148479.156,46584.75941,105986.104
08-04-2022,OPC-Bulk,412.4421,5718,571.8,35,2782845.84,424501.907,133109.1542,303014.2714
08-04-2022,PPC-Bag,340.5933,400,40,35,160760.04,24522.7176,7733.34925,17748.4784
08-04-2022,OPC-Bulk,419.0823,1200,120,35,593420.54,90521.7768,28414.23879,64547.8512
08-04-2022,OPC-Bulk,419.0823,1200,120,35,593420.54,90521.7768,28414.23879,64547.8512
08-04-2022,OPC-Bulk,419.0823,1200,120,35,593420.54,90521.7768,28414.23879,64547.8512
08-04-2022,OPC-Bag,433.7244,400,40,35,204717.92,31228.1568,9828.799,22218.7712
08-05-2022,OPC-Bulk,412.4421,400,40,35,194672.67,29695.8312,9349.94725,21197.2208
08-05-2022,OPC-Bag,433.7244,400,40,150,204717.92,31228.1568,10058.799,26818.7712
08-05-2022,OPC-Bag,433.7244,400,40,150,204717.92,31228.1568,10058.799,26818.7712
08-05-2022,OPC-Bag,433.7244,400,40,150,204717.92,31228.1568,10058.799,26818.7712
08-05-2022,OPC-Bag,433.7244,400,40,150,204717.92,31228.1568,10058.799,26818.7712
08-05-2022,OPC-Bag,433.7244,400,40,150,204717.92,31228.1568,10058.799,26818.7712
08-05-2022,PPC-Bag,340.5933,400,40,35,160760.04,24522.7176,7733.34925,17748.4784
08-05-2022,OPC-Bag,433.7244,400,40,35,204717.92,31228.1568,9828.799,22218.7712
08-05-2022,OPC-Bag,433.7244,400,40,35,204717.92,31228.1568,9828.799,22218.7712
08-05-2022,OPC-Bag,433.7244,400,40,35,204717.92,31228.1568,9828.799,22218.7712
08-05-2022,OPC-Bag,433.7244,400,40,35,204717.92,31228.1568,9828.799,22218.7712
08-05-2022,OPC-Bag,433.7244,400,40,35,204717.92,31228.1568,9828.799,22218.7712
08-05-2022,PPC-Bag,340.5933,400,40,35,160760.04,24522.7176,7733.34925,17748.4784
08-05-2022,OPC-Bulk,412.4421,10000,1000,40,4866816.78,742395.78,233008.8202,534930.52
08-05-2022,OPC-Bag,518.8689,400,40,0,244906.12,37358.5608,11674.55025,24905.7072
08-06-2022,PPC-Bag,340.5933,200,20,35,80380.02,12261.3588,3883.70429,8874.2392
08-06-2022,PPC-Bag,340.5933,400,40,120,160760.04,24522.7176,7903.34925,21148.4784
08-06-2022,PPC-Bag,340.5933,400,40,120,160760.04,24522.7176,7903.34925,21148.4784
08-06-2022,PPC-Bag,340.5933,400,40,120,160760.04,24522.7176,7903.34925,21148.4784
08-06-2022,PPC-Bag,340.5933,400,40,120,160760.04,24522.7176,7903.34925,21148.4784
08-06-2022,PPC-Bag,340.5933,400,40,120,160760.04,24522.7176,7903.34925,21148.4784
08-06-2022,OPC-Bulk,412.4421,400,40,35,194672.67,29695.8312,9349.94725,21197.2208
08-07-2022,PPC-Bag,359.2134,400,40,150,169548.72,25863.3648,8382.3015,23242.2432
08-07-2022,PPC-Bag,359.2134,400,40,150,169548.72,25863.3648,8382.3015,23242.2432
08-07-2022,PPC-Bag,359.2134,400,40,150,169548.72,25863.3648,8382.3015,23242.2432
08-07-2022,PPC-Bag,359.2134,400,40,150,169548.72,25863.3648,8382.3015,23242.2432
08-07-2022,PPC-Bag,359.2134,400,40,150,169548.72,25863.3648,8382.3015,23242.2432
08-07-2022,PPC-Bag,359.2134,400,40,150,169548.72,25863.3648,8382.3015,23242.2432
08-07-2022,PPC-Bag,359.2134,400,40,150,169548.72,25863.3648,8382.3015,23242.2432
08-07-2022,PPC-Bag,359.2134,400,40,150,169548.72,25863.3648,8382.3015,23242.2432
08-07-2022,PPC-Bag,359.2134,400,40,150,169548.72,25863.3648,8382.3015,23242.2432
08-07-2022,PPC-Bag,359.2134,400,40,150,169548.72,25863.3648,8382.3015,23242.2432
08-07-2022,PPC-Bag,359.2134,400,40,150,169548.72,25863.3648,8382.3015,23242.2432
08-07-2022,PPC-Bag,359.2134,400,40,150,169548.72,25863.3648,8382.3015,23242.2432
08-07-2022,PPC-Bag,359.2134,400,40,150,169548.72,25863.3648,8382.3015,23242.2432
08-07-2022,PPC-Bag,359.2134,400,40,150,169548.72,25863.3648,8382.3015,23242.2432
08-07-2022,PPC-Bag,359.2134,400,40,150,169548.72,25863.3648,8382.3015,23242.2432
08-07-2022,PPC-Bag,359.2134,400,40,150,169548.72,25863.3648,8382.3015,23242.2432
08-07-2022,PPC-Bag,359.2134,400,40,150,169548.72,25863.3648,8382.3015,23242.2432
08-07-2022,PPC-Bag,359.2134,400,40,150,169548.72,25863.3648,8382.3015,23242.2432
08-07-2022,PPC-Bag,359.2134,400,40,150,169548.72,25863.3648,8382.3015,23242.2432
08-07-2022,PPC-Bag,359.2134,400,40,150,169548.72,25863.3648,8382.3015,23242.2432
08-07-2022,PPC-Bag,359.2134,400,40,150,169548.72,25863.3648,8382.3015,23242.2432
08-07-2022,PPC-Bag,359.2134,400,40,150,169548.72,25863.3648,8382.3015,23242.2432
08-07-2022,PPC-Bag,359.2134,400,40,150,169548.72,25863.3648,8382.3015,23242.2432
08-07-2022,PPC-Bag,359.2134,400,40,150,169548.72,25863.3648,8382.3015,23242.2432
08-07-2022,PPC-Bag,359.2134,400,40,150,169548.72,25863.3648,8382.3015,23242.2432
08-10-2022,OPC-Bag,433.7244,400,40,35,204717.92,31228.1568,9828.799,22218.7712
08-10-2022,OPC-Bag,433.7244,200,20,35,102358.96,15614.0784,4936.08572,11109.3856
08-10-2022,OPC-Bag,433.7244,400,40,35,204717.92,31228.1568,9828.799,22218.7712
08-11-2022,OPC-Bulk,412.4421,400,40,35,194672.67,29695.8312,9349.94725,21197.2208
08-11-2022,OPC-Bulk,412.4421,400,40,35,194672.67,29695.8312,9349.94725,21197.2208
08-11-2022,OPC-Bag,433.7244,400,40,35,204717.92,31228.1568,9828.799,22218.7712
08-11-2022,OPC-Bag,433.7244,400,40,35,204717.92,31228.1568,9828.799,22218.7712
08-11-2022,OPC-Bulk,412.4421,1200,120,35,584018.01,89087.4936,27967.35333,63591.6624
08-11-2022,OPC-Bulk,412.4421,1200,120,35,584018.01,89087.4936,27967.35333,63591.6624
08-11-2022,OPC-Bag,433.7244,400,40,35,204717.92,31228.1568,9828.799,22218.7712
08-11-2022,OPC-Bag,433.7244,400,40,35,204717.92,31228.1568,9828.799,22218.7712
08-12-2022,OPC-Bulk,412.4421,400,40,35,194672.67,29695.8312,9349.94725,21197.2208
08-12-2022,OPC-Bulk,412.4421,400,40,35,194672.67,29695.8312,9349.94725,21197.2208
08-12-2022,OPC-Bag,433.7244,400,40,40,204717.92,31228.1568,9838.799,22418.7712
08-12-2022,OPC-Bulk,412.4421,3000,300,40,1460045.03,222718.734,69931.51701,160479.156
8-13-2022,OPC-Bag,433.7244,400,40,35,204717.92,31228.1568,9828.799,22218.7712
8-13-2022,OPC-Bag,433.7244,400,40,35,204717.92,31228.1568,9828.799,22218.7712
8-14-2022,OPC-Bulk,412.4421,4047.9,404.79,35,1970038.76,300514.3879,94242.99182,214510.5752
8-14-2022,OPC-Bulk,412.4421,2800,280,35,1362708.7,207870.8184,65202.16549,148380.5456
8-15-2022,OPC-Bulk,419.0823,1066.66,106.666,35,527481.62,80463.2987,25261.59999,57375.50913
8-15-2022,OPC-Bulk,419.0823,1066.66,106.666,35,527481.62,80463.2987,25261.59999,57375.50913
8-15-2022,OPC-Bulk,419.0823,1066.66,106.666,35,527481.62,80463.2987,25261.59999,57375.50913
8-15-2022,PPC-Bag,340.5933,200,20,40,80380.02,12261.3588,3888.70429,8974.2392
8-15-2022,OPC-Bag,433.7244,400,40,35,204717.92,31228.1568,9828.799,22218.7712
8-15-2022,OPC-Bag,433.7244,400,40,35,204717.92,31228.1568,9828.799,22218.7712
8-17-2022,PPC-Bag,359.2134,400,40,150,169548.72,25863.3648,8382.3015,23242.2432
8-17-2022,OPC-Bulk,412.4421,4487.3,448.73,35,2183886.69,333135.2583,104468.6021,237795.7222
8-17-2022,OPC-Bulk,412.4421,400,40,35,194672.67,29695.8312,9349.94725,21197.2208
8-18-2022,PPC-Bag,340.5933,400,40,90,160760.04,24522.7176,7843.34925,19948.4784
8-18-2022,PPC-Bag,340.5933,400,40,90,160760.04,24522.7176,7843.34925,19948.4784
8-18-2022,OPC-Bag,433.7244,400,40,90,204717.92,31228.1568,9938.799,24418.7712
8-18-2022,PPC-Bag,340.5933,400,40,90,160760.04,24522.7176,7843.34925,19948.4784
8-18-2022,OPC-Bag,433.7244,400,40,90,204717.92,31228.1568,9938.799,24418.7712
8-18-2022,OPC-Bag,433.7244,400,40,90,204717.92,31228.1568,9938.799,24418.7712
8-18-2022,PPC-Bag,340.5933,50,5,35,20095,3065.3397,996.47057,2218.5598
8-20-2022,OPC-Bulk,412.4421,800,80,35,389345.34,59391.6624,18658.65029,42394.4416
8-20-2022,OPC-Bulk,412.4421,400,40,35,194672.67,29695.8312,9349.94725,21197.2208
8-20-2022,OPC-Bulk,412.4421,2000,200,35,973363.36,148479.156,46584.75941,105986.104
8-21-2022,OPC-Bulk,412.4421,3275.6,327.56,35,1594174.5,243179.1617,76270.21342,173584.0412
8-21-2022,OPC-Bulk,412.4421,1200,120,35,584018.01,89087.4936,27967.35333,63591.6624
8-22-2022,PPC-Bag,340.5933,350,35,40,140665.03,21457.3779,6779.68801,15704.9186
